,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Deals,Web,Purchases,Store,Visits,Cm3,Cm4,Cm5,Cm1,Cm2,Complain,Response,Age_,Age_range,Total_spent,Education_,Marital_Status_,Children_,Dt_Customer_,Category
447,81246.0,87.0,398.0,190.0,537.0,61.0,156.0,37.0,1.0,4.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,Old,1429.0,graduate,single,0.0,9.0,1
448,24027.0,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,50.0,graduate,married,1.0,9.0,0
449,55707.0,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Old,484.0,postgraduate,married,1.0,9.0,2
450,57959.0,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,Old,906.0,graduate,single,1.0,9.0,2
451,56796.0,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,988.0,graduate,married,1.0,9.0,0
452,36230.0,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Old,73.0,postgraduate,single,1.0,9.0,0
453,70829.0,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,495.0,Undergraduate,married,2.0,9.0,1
454,65991.0,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,983.0,graduate,married,1.0,10.0,2
455,38988.0,90.0,164.0,24.0,103.0,12.0,3.0,42.0,7.0,5.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,396.0,graduate,married,3.0,10.0,0
456,89572.0,44.0,606.0,24.0,974.0,197.0,194.0,64.0,1.0,7.0,7.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,56.0,Old,2039.0,Undergraduate,single,0.0,10.0,0
457,42207.0,71.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,Adult,290.0,postgraduate,married,1.0,9.0,1
458,50300.0,52.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,317.0,graduate,married,1.0,8.0,1
459,66664.0,78.0,398.0,96.0,447.0,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Old,1335.0,Undergraduate,married,0.0,10.0,0
460,60597.0,2.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,58.0,Old,829.0,graduate,married,1.0,8.0,2
461,70165.0,60.0,161.0,0.0,253.0,199.0,191.0,122.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Old,864.0,graduate,single,0.0,9.0,0
462,50520.0,25.0,112.0,0.0,6.0,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,Old,146.0,postgraduate,single,1.0,8.0,1
463,80124.0,47.0,483.0,84.0,398.0,205.0,84.0,241.0,1.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,1301.0,graduate,married,0.0,8.0,1
464,33183.0,46.0,7.0,5.0,39.0,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,129.0,graduate,married,1.0,8.0,1
465,66582.0,83.0,789.0,25.0,420.0,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,1371.0,postgraduate,single,0.0,8.0,2
466,75261.0,17.0,1239.0,17.0,413.0,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,67.0,Old,1743.0,postgraduate,married,0.0,9.0,2
467,31880.0,13.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,25.0,graduate,single,1.0,10.0,0
468,53790.0,86.0,335.0,42.0,127.0,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,623.0,graduate,married,2.0,8.0,1
469,49269.0,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Old,924.0,postgraduate,married,1.0,10.0,2
470,61456.0,47.0,563.0,76.0,384.0,84.0,192.0,89.0,4.0,6.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,1346.0,graduate,married,1.0,9.0,0
471,37406.0,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,Old,32.0,graduate,married,1.0,9.0,2
472,56937.0,81.0,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,Old,979.0,postgraduate,married,1.0,10.0,0
473,38415.0,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,131.0,graduate,married,2.0,9.0,2
474,20518.0,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,Adult,74.0,graduate,single,1.0,8.0,0
475,62503.0,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,Old,896.0,graduate,married,1.0,9.0,0
476,41644.0,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,96.0,postgraduate,single,2.0,8.0,0
477,55842.0,19.0,451.0,0.0,39.0,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,513.0,postgraduate,married,1.0,8.0,0
478,62010.0,93.0,371.0,22.0,39.0,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,531.0,postgraduate,married,1.0,10.0,0
479,41124.0,41.0,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,428.0,graduate,married,1.0,10.0,2
480,38961.0,60.0,19.0,7.0,19.0,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Old,106.0,postgraduate,married,1.0,9.0,0
481,37760.0,54.0,26.0,3.0,13.0,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,108.0,postgraduate,single,1.0,9.0,1
482,32233.0,26.0,138.0,15.0,35.0,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,Old,250.0,graduate,single,1.0,10.0,2
483,43057.0,30.0,213.0,2.0,44.0,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,291.0,graduate,married,1.0,9.0,0
484,83151.0,93.0,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,822.0,postgraduate,married,0.0,10.0,2
485,78825.0,35.0,483.0,74.0,114.0,169.0,37.0,18.0,1.0,5.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,Old,912.0,postgraduate,single,0.0,10.0,2
486,65104.0,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,1007.0,postgraduate,married,1.0,9.0,1
487,60093.0,92.0,502.0,12.0,109.0,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,Old,737.0,graduate,married,1.0,9.0,1
488,14045.0,24.0,11.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,43.0,graduate,married,1.0,8.0,2
489,28457.0,96.0,24.0,1.0,108.0,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,287.0,Undergraduate,single,0.0,10.0,0
490,78952.0,11.0,1170.0,19.0,594.0,99.0,76.0,134.0,2.0,2.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,Old,1969.0,postgraduate,married,1.0,10.0,0
491,46310.0,99.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,394.0,graduate,single,1.0,10.0,0
492,76005.0,72.0,983.0,20.0,389.0,240.0,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,Old,1754.0,graduate,married,0.0,9.0,1
493,58308.0,77.0,691.0,0.0,69.0,10.0,0.0,130.0,4.0,2.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Old,847.0,postgraduate,single,1.0,9.0,0
494,55614.0,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,Old,741.0,postgraduate,single,0.0,9.0,2
495,59432.0,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Old,739.0,postgraduate,single,1.0,9.0,0
496,55563.0,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,63.0,graduate,single,1.0,8.0,0
497,78642.0,83.0,1396.0,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Old,1882.0,postgraduate,married,1.0,9.0,1
498,67911.0,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Old,1039.0,postgraduate,married,1.0,8.0,1
499,65275.0,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,Old,734.0,graduate,married,0.0,9.0,2
500,27203.0,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Old,132.0,graduate,married,2.0,10.0,0
501,48330.0,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,Old,34.0,postgraduate,married,1.0,9.0,2
502,24279.0,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Adult,161.0,Undergraduate,married,0.0,10.0,2
503,64355.0,66.0,1047.0,0.0,140.0,67.0,38.0,153.0,2.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Adult,1358.0,postgraduate,married,1.0,10.0,0
504,50943.0,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,Old,89.0,postgraduate,married,1.0,9.0,0
505,53653.0,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Old,1131.0,graduate,single,0.0,10.0,1
506,65665.0,77.0,225.0,162.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,993.0,graduate,married,1.0,9.0,0
507,81217.0,77.0,493.0,70.0,324.0,146.0,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,Adult,1150.0,graduate,single,0.0,9.0,1
508,34935.0,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,Adult,188.0,graduate,married,0.0,9.0,0
509,61250.0,49.0,382.0,138.0,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Old,720.0,graduate,single,1.0,10.0,2
510,39665.0,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,Old,282.0,postgraduate,married,1.0,9.0,0
511,60152.0,6.0,325.0,83.0,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,858.0,graduate,single,1.0,9.0,2
512,48920.0,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,Old,434.0,graduate,married,2.0,9.0,0
513,89120.0,78.0,1168.0,92.0,408.0,72.0,129.0,55.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,Old,1947.0,postgraduate,married,0.0,8.0,0
514,44124.0,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,Old,407.0,postgraduate,married,1.0,9.0,1
515,81169.0,47.0,1288.0,20.0,613.0,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,2109.0,postgraduate,single,0.0,9.0,1
516,36443.0,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,Old,127.0,graduate,married,2.0,9.0,1
517,26095.0,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Adult,108.0,graduate,single,1.0,9.0,1
518,71367.0,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Old,726.0,graduate,married,0.0,9.0,0
519,80184.0,19.0,1035.0,134.0,670.0,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,Old,1921.0,postgraduate,married,0.0,8.0,2
520,30630.0,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,Old,109.0,graduate,single,2.0,8.0,2
521,73454.0,95.0,982.0,73.0,351.0,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Adult,1571.0,postgraduate,single,0.0,8.0,1
522,42691.0,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,Adult,348.0,graduate,married,0.0,9.0,0
523,70503.0,73.0,1379.0,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,69.0,Old,1734.0,graduate,married,0.0,10.0,1
524,25545.0,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,Adult,160.0,graduate,married,1.0,10.0,1
525,32880.0,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,Adult,116.0,graduate,married,1.0,10.0,1
526,77863.0,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,Old,1299.0,postgraduate,married,0.0,9.0,2
527,50353.0,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,479.0,postgraduate,married,0.0,8.0,1
528,61839.0,20.0,1000.0,155.0,379.0,224.0,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Old,1795.0,graduate,single,0.0,10.0,0
529,49154.0,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,409.0,postgraduate,married,2.0,9.0,0
530,47682.0,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,540.0,Undergraduate,single,1.0,9.0,0
531,72679.0,65.0,619.0,54.0,260.0,127.0,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,1179.0,graduate,single,1.0,9.0,1
532,57954.0,52.0,456.0,4.0,24.0,0.0,0.0,9.0,7.0,8.0,2.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,536.0,postgraduate,married,2.0,8.0,2
533,65316.0,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Old,287.0,graduate,married,2.0,9.0,0
534,28567.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Old,97.0,graduate,single,1.0,9.0,2
535,47352.0,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,374.0,postgraduate,married,1.0,9.0,0
536,44931.0,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Old,89.0,graduate,married,1.0,8.0,0
537,76982.0,19.0,464.0,151.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,Old,1051.0,graduate,single,0.0,8.0,2
538,57247.0,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,276.0,Undergraduate,married,1.0,9.0,1
539,22944.0,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,Old,117.0,postgraduate,single,1.0,9.0,1
540,25315.0,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,78.0,Undergraduate,married,1.0,9.0,2
541,43638.0,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,219.0,graduate,single,1.0,10.0,2
542,42710.0,38.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,Adult,342.0,postgraduate,single,1.0,10.0,1
543,84169.0,9.0,1478.0,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,Old,1928.0,postgraduate,married,0.0,9.0,2
544,54058.0,56.0,198.0,18.0,252.0,32.0,108.0,54.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,664.0,graduate,married,1.0,9.0,0
545,24683.0,98.0,8.0,4.0,10.0,6.0,7.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Adult,133.0,Undergraduate,married,1.0,8.0,2
546,85620.0,68.0,416.0,46.0,925.0,60.0,107.0,46.0,1.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,Old,1622.0,graduate,single,0.0,8.0,2
547,47850.0,72.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,196.0,graduate,married,1.0,9.0,2
548,19514.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,Old,88.0,graduate,married,2.0,8.0,1
549,27159.0,33.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Old,53.0,postgraduate,married,2.0,8.0,0
550,39548.0,87.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,123.0,Undergraduate,single,2.0,8.0,1
551,21474.0,0.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,Adult,57.0,graduate,single,1.0,8.0,1
552,60504.0,73.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Old,565.0,postgraduate,single,1.0,8.0,2
553,22419.0,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,194.0,graduate,married,0.0,9.0,2
554,81698.0,4.0,179.0,28.0,520.0,111.0,123.0,47.0,1.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,Old,965.0,postgraduate,married,0.0,9.0,1
555,43462.0,50.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,275.0,graduate,married,2.0,10.0,1
556,54880.0,57.0,308.0,85.0,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,734.0,postgraduate,single,1.0,9.0,2
557,79908.0,30.0,557.0,129.0,761.0,29.0,185.0,111.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,Old,1691.0,graduate,married,0.0,9.0,1
558,15315.0,27.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,74.0,Undergraduate,married,0.0,9.0,2
559,87771.0,61.0,1492.0,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,63.0,Old,1985.0,graduate,married,1.0,9.0,2
560,33039.0,4.0,30.0,8.0,12.0,8.0,8.0,12.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,70.0,graduate,married,1.0,9.0,1
561,81741.0,75.0,249.0,153.0,940.0,58.0,134.0,38.0,0.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,1609.0,graduate,single,0.0,9.0,1
562,71499.0,12.0,465.0,25.0,132.0,136.0,0.0,37.0,2.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Old,770.0,postgraduate,married,1.0,9.0,0
563,62466.0,13.0,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,819.0,Undergraduate,married,1.0,8.0,1
564,48799.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,316.0,postgraduate,single,1.0,9.0,0
565,52157.0,48.0,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Old,273.0,postgraduate,married,1.0,8.0,1
566,66565.0,80.0,747.0,10.0,161.0,65.0,40.0,42.0,4.0,4.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Old,1103.0,graduate,single,1.0,10.0,1
567,29298.0,60.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,70.0,postgraduate,married,2.0,9.0,1
568,47691.0,43.0,14.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,60.0,graduate,single,1.0,9.0,2
569,38200.0,19.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,35.0,graduate,married,2.0,10.0,1
570,44989.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,Old,289.0,graduate,married,1.0,10.0,0
